timestamp,steering_angle,throttle_position,brake_pressure,acceleration_x,acceleration_y,acceleration_z,gyroscope_yaw_rate,expected_score
0.0,-2.4804182115787596,46.06697187962699,1.0127435772474336,-0.8392174201292634,-0.07849897697742535,9.680416213432382,-13.873734509824596,57.86783216488675
0.04,-3.1741049370699894,46.70999694364739,0.8095103530423486,-0.7946651071820418,-0.08854485224113594,9.694310023727121,-21.759312419333693,59.16909271704698
0.08,-4.656349453512129,48.22153680415342,0.9618512933912388,-0.7409798649971053,-0.12952406093811944,9.704928627553235,-23.63232558844552,56.43102040806675
0.12,-5.537337495914541,47.690305626941296,0.7063383888547143,-0.7450219839800842,-0.18244392567932372,9.725121230587213,-19.148619263061022,58.56408870934481
0.16,-6.571211379818231,47.60591640805471,0.7113388583281809,-0.8340265602622445,-0.21169583460304578,9.746561976950343,-20.87485959878113,58.58655429503088
0.2,-7.624823455792654,47.62954576074753,0.8292385687206306,-0.8837167451789385,-0.2622740675768516,9.75847699807978,-23.95035174752178,56.38608289623673
0.24,-8.966246554570409,47.822396632782194,0.7774776463935005,-0.8461480340744703,-0.22505546116487946,9.775332238810474,-19.35676481074129,57.79603450995762
0.28,-9.560499936866783,48.004830778637555,1.006707744482066,-0.8865688389721571,-0.17651223760159404,9.80870146999474,-10.07946876357897,58.548620977009385
0.32,-9.974193430928306,48.49782430394639,0.8306566235280792,-0.7978863239474794,-0.18528300965537114,9.850239280031875,-6.479700848914778,59.55841736973746
0.36,-10.208470021758261,48.24552270462019,0.7010263238580707,-0.6215251263386448,-0.18352402104803037,9.901430981262854,-4.325634611646461,58.96114473850617
0.4,-10.406756892092952,49.39091274207049,0.8022209989602074,-0.5797110534651285,-0.20202088591015552,9.956084688103322,-4.43668163122501,58.344554825176196
0.44,-10.652138184880762,50.45246737400336,0.8173346625380433,-0.5326289238776795,-0.17853901806257935,9.939247776409768,-3.0392049114851893,60.5989452300729
0.48,-10.710677383241471,50.18612602280166,0.8648737909729904,-0.3946910094258091,-0.24614356017629263,9.901058359790913,-0.5116568591182791,58.5538125174337
0.52,-10.70330387079259,49.5307611330512,0.5083493059435629,-0.45843872542981234,-0.28551106217512534,9.910581114279227,-3.5542947995383223,58.2836927192085
0.56,-11.066106863195303,49.69480516360131,0.5891371939238788,-0.5539319364831244,-0.29719184683622735,9.982654539933602,-6.108883926376105,57.721397883972124
0.6,-11.3141922634302,49.82479569095056,0.6383923160668972,-0.6287806448383559,-0.35896247461678354,10.005761030222834,-0.6354720852466222,58.43037462627598
0.64,-11.129654071719965,50.07516669070657,0.48590856459160503,-0.5802214069447496,-0.41301612471433047,10.016453827415503,-1.0956622176479058,58.593837317843956
0.68,-11.423758485194991,50.27693700095423,0.1431301884162967,-0.5921860263523226,-0.391884236036849,10.036737210438108,1.005465675227395,59.31550805635152
0.72,-11.029107504197226,50.40604744480217,0.13272000694259203,-0.5460537220195755,-0.5152914930611605,10.014820135687502,4.9257019318177875,60.05000433832913
0.76,-10.931188292013212,51.05321954920363,0.5105914913520387,-0.5425654128897708,-0.5083855552791641,10.0065736750538,6.728788727914541,59.58124966841796
0.8,-10.356228631405772,51.18248757747074,0.9511089720861386,-0.5786516090746714,-0.5106553925398892,9.981798290755219,11.92077927804247,59.0414023102775
0.84,-9.739110364208965,51.32210325034668,0.8762656176192649,-0.6554024713050798,-0.5084649991079134,9.983080065320982,13.400537570692954,59.37521663306006
0.88,-9.016174874336476,52.26437134063532,0.8665017783320834,-0.8074928525141688,-0.5334677846252843,9.995177535579534,6.28520610298656,58.92712558404838
0.92,-9.11058975391031,52.012803563479274,1.128263219170266,-0.8393808860683571,-0.5561158204686696,10.002915689470434,-0.26382656443601604,58.66191432022782
0.96,-9.042557530780078,52.21814682314556,0.8312783216867592,-0.8070415705388683,-0.5576285988304276,10.065006419596052,5.111113025967988,59.87201312968351
1.0,-8.59947845131351,53.16718597225876,0.9668382819933851,-0.7869579201889275,-0.5825922647023991,10.098069464528308,12.078571528946114,58.60373394545284
1.04,-7.834700377885467,53.274688182742864,0.9116527964638858,-0.7776424093787642,-0.520413647246611,10.094494593573149,13.615967331051317,57.870726573302186
1.08,-7.237881718208379,52.53640350045107,0.5790885695418001,-0.8197110588212644,-0.4897176251217732,10.060850052408826,8.068323209576835,57.206430792982005
1.12,-7.027868056927783,52.98004979245645,1.010694625266939,-0.6900127333538112,-0.4879099466946065,10.024479127106659,11.589846282869987,60.427226029903096
1.16,-6.07889708992138,53.04948179943674,0.9045601520963086,-0.720005446452664,-0.4334918034423312,9.979534081359585,15.67744102550801,58.759124642712116
1.2,-5.460123954376982,53.576012811886095,0.9614476477678676,-0.6549760695892842,-0.4853865475045217,9.953388137838665,7.759593786333063,60.031184744566715
1.24,-5.302937711288074,55.12333688846971,0.8289561065210291,-0.45329061485538324,-0.5639367013628749,9.932273237154181,6.968605717935912,58.00665935551725
1.28,-4.763263382583391,56.067586321711076,0.7128601576693472,-0.3734988921171221,-0.5477681871464354,9.951122653455156,10.62009833842012,59.9502821538836
1.32,-4.240927877446062,56.76252798834352,0.7928092084135663,-0.42149261713760117,-0.595042533700232,9.99654635203265,3.326318239224131,61.751512520340206
1.36,-4.430631558660978,57.44663419115357,0.4838484589797672,-0.42927828602808504,-0.5769795116816947,10.002082398080034,-0.4087591593919715,59.969367166786284
1.4,-4.281803793385259,57.26145314358098,0.5186352870937383,-0.4138756585483347,-0.6018073909254082,10.076598727930122,5.489851710406559,59.59958517539758
1.44,-3.881646387620322,57.03339711267799,0.47228194578714705,-0.35153606581798275,-0.5964276386807913,10.087140851168535,5.290191199238681,57.957054108832445
1.48,-3.7527846734613908,54.89705844046529,0.734584914679006,-0.30307160546824563,-0.5949465559408529,10.029830290236191,2.3704762788672484,59.53975691697601
1.52,-3.644598759733597,57.83499534653283,0.8823889831370306,-0.3143990161518541,-0.5360612573380077,9.989294059895283,2.610741432122401,60.14752378041012
1.56,-3.4917105302491507,59.42816859563654,0.7107586216807535,-0.2834737590167834,-0.4875623926131566,9.97913340022734,1.5269560455094533,57.80933234068861
1.6,-3.491903155182652,59.294521949635694,0.7092312767690669,-0.28226428495830796,-0.4466245994904693,9.975038025090333,0.023130067464229853,61.10699287403473
1.64,-3.4893975235027277,59.62434987484021,1.0866224652243142,-0.3010513670050021,-0.42811401808764027,10.009525030160617,2.762348811091595,60.001121843717556
1.68,-3.2156682740734923,60.21878726957837,1.173223557006165,-0.24664278285710012,-0.407845766293064,9.99093687811715,5.506693799640416,59.32248257777299
1.72,-2.938728143538686,59.79015502801287,1.0430201663783891,-0.18255318637851964,-0.3982074695937212,9.968905168699255,1.3898378747846962,61.728658114589216
1.76,-3.0766844865950227,59.380339133666006,1.0551977759993416,-0.11688951563728453,-0.30666129188689184,9.918814737946695,-0.38341024272981805,59.09938115102401
1.8,-2.977069167811668,60.2204776590563,0.8815766885105798,-0.1311868676191119,-0.1968136884194821,9.91876418899776,2.617516233269561,59.72665210427482
1.84,-2.8149328632680666,60.017147699854334,0.8346816197048794,-0.10035394307319055,-0.1294199115242244,9.918648856442113,0.039594451639048955,59.93150941004625
1.88,-2.973109722647763,60.558765998970046,1.1125947938639005,-0.049290990302711946,-0.06064877404345319,9.895396316653818,-4.004770312055075,58.59102212400318
1.92,-3.215409894473574,61.49306787888067,1.5560834655148605,-0.040312157353352064,-0.04130422067001232,9.905176246988436,-5.157549600453613,59.69033917609084
1.96,-3.488864682693124,60.958937443075826,1.6540658963180066,-0.07570206633032059,-0.04740942127609327,9.903291412695904,-1.0387687581997307,61.064970291117874
2.0,-3.319286770293547,60.17367454895435,1.3904475182648548,-0.3285403642157277,-0.043351179995108804,9.925345348920597,2.665549717997564,58.971532591619095
2.04,-3.222309710893368,59.66276514967447,1.2850403829849748,-0.2133643279782636,-0.002236141792892502,9.843329731580969,-0.618271472710612,58.513092934778214
