timestamp,steering_angle,throttle_position,brake_pressure,acceleration_x,acceleration_y,acceleration_z,gyroscope_yaw_rate,expected_score
0.0,-24.715791470940616,52.4221541119834,1.38678410567023,-0.5903600612885471,-0.5566165449403251,10.361758779575963,-0.30080636847600317,31.617392401745327
0.04,-24.727823725679656,50.39916484449901,1.816359596618589,-0.6349479984685723,-0.4388288433982279,10.348266791967617,2.458727850374398,30.04940521740093
0.08,-24.519093242910664,49.55268443356607,1.8296803439102267,-0.6882363809094638,-0.43537300766840836,10.30542511097206,27.903282124302642,32.41030443767703
0.12,-22.495561155735444,47.825340498895144,1.5355882321216932,-0.7943654139536105,-0.32802625950053377,10.292496938147261,52.023683393853794,32.31971633957039
0.16,-20.35719857140236,45.9187086981735,1.7357622858208526,-0.8781869234104749,-0.27675371972085183,10.258783835189915,69.46149936510766,30.008850894435767
0.2,-16.93864120652683,44.981933907859556,2.0194780459160615,-0.8867518445661348,-0.36400654917071895,10.273999389118764,72.53667261722043,31.48841367111429
0.24,-14.554264762024726,44.10790789769668,2.1849976581868567,-1.1575351148845794,-0.33409685230821773,10.328522279224469,61.23921205636962,29.10175495702827
0.28,-12.039504242017262,44.53950565266197,1.4001801957059739,-1.522970273269812,-0.32094384777693785,10.334742435852252,64.60495852170767,27.624370145008402
0.32,-9.385868080288112,44.64265848102278,1.4336431288276539,-1.881638253104244,-0.37524813646549027,10.302389108349036,61.910737084527575,32.894554186970886
0.36,-7.086645275255056,42.397976706484364,2.5069063378918477,-2.0113972898913905,-0.45821535984452944,10.113886621755757,62.50093445132405,31.665641480297488
0.4,-4.385793324182188,41.91484746118134,1.8347942469507346,-1.8890839061803189,-0.5861855324449156,9.947697576000934,55.270345699281805,33.529039816461896
0.44,-2.6650176193125112,42.44263924430034,1.8146295555681269,-1.7539078014356098,-0.6847670826041254,9.913117700032025,32.96943357362275,32.07377019459784
0.48,-1.7482386382923678,42.927305446473525,1.964311883838405,-1.7314024574946476,-0.6719544573494978,9.909089572940022,78.19619639162813,32.30641813496738
0.52,3.59067809201774,41.988872675143824,2.4152571075436393,-1.6926858847262238,-0.6953422465029252,9.746154662092614,32.45552759709121,32.47236689648298
0.56,0.8482035694749295,39.90412824756465,2.928498383395959,-1.6287444249525749,-0.841178261930126,9.49849768623426,-89.00407600315083,32.80088074055826
0.6,-3.529647988234327,38.28528188763254,2.6523670835633224,-1.5858707284409097,-0.834376591223276,9.372801761255051,-83.7788099741947,32.9375799507921
0.64,-5.854101228460647,36.196584391522656,2.1429951049423765,-1.8627420197317166,-0.7712582583846126,9.305881485659354,-63.85010476336566,30.403973212984123
0.68,-8.63765636930358,36.05815086268576,1.5629732762377095,-2.0494806508583387,-0.699257909368223,9.209016604692216,-63.77436857487967,32.738366488300755
0.72,-10.95605071445102,35.54070374047536,1.7159210035682453,-2.118257112488597,-0.6536986002357825,9.137472031674037,-52.67792857993367,29.032289214523118
0.76,-12.851890655698273,33.61459112317756,1.9069684794544648,-2.122390708621938,-0.7813620393353817,9.116242977931051,-42.13790521569707,32.61759544765272
0.8,-14.327083131706786,32.95341797855394,2.211191981825397,-1.9395811838035946,-0.6947750375263937,9.015272279503584,-40.30728336931855,35.44778099911317
0.84,-16.076473325243757,34.115773694769906,3.168822353867964,-1.8202217616054617,-0.5811337934752677,8.905606174927822,-18.461909882285266,35.362837334945866
0.88,-15.804035922289607,32.48356699786645,3.72280852853029,-1.796321813008837,-0.47115459240548146,8.898618430848405,6.081692398181282,34.61638195542533
0.92,-15.589937933389255,31.478284625840097,3.1819297662937496,-1.7455513198937127,-0.2613594164497721,8.911360424563654,-0.5513527731805912,31.438501365875332
0.96,-15.848144144144054,34.40043926186687,2.718744152998241,-1.7809007493227462,-0.015045207390713598,8.840010264189523,3.4762241829775054,33.41646944587095
1.0,-15.311839998751054,35.00085609530819,2.5553092793004217,-1.8707058805945875,0.12529677505990477,8.80804348720832,14.43197325418919,31.19509107082358
1.04,-14.69358628380892,34.76504475687778,2.5923955790634454,-2.0691775067294103,0.1911213561692079,8.845008905020462,33.17483468479645,34.03401707713103
1.08,-12.657853223967338,35.46654454500636,2.4756047902582625,-2.190168576142481,0.2953445762784054,8.824528136498321,54.37712789207687,32.33866349466063
1.12,-10.34341605244277,36.65690722091095,3.024231989178781,-2.1096874108812314,0.4208288428874861,8.829733997087171,49.413052520486374,31.764028615036047
1.16,-8.704809022328428,37.523989145046386,2.377956562241035,-2.06656190954196,0.5596700153401606,8.905487001904536,43.87375747195794,33.27241895021765
1.2,-6.833515454686134,35.968711433065,2.0330408420340333,-1.9487113814253503,0.6037779000004142,8.954384751579934,52.086820016378056,34.34528974532845
1.24,-4.537863421018184,36.41631403900585,1.8978736239727767,-1.8901619493352264,0.6552696185376241,8.993965151585279,71.79512653698117,30.62111291780704
1.28,-1.0899053317276413,36.22679295456054,2.3489241073872433,-1.7802065503022397,0.7868448421729899,9.003743691069062,77.4093293977023,32.471490974422416
1.32,1.6548829307980002,35.7872719435006,3.1467343870674642,-1.686836999569339,0.8410689677165987,9.078889178592132,52.5947123697291,33.25319570898191
1.36,3.117671657850687,36.76900986734894,2.915921622012965,-1.573357684925368,0.9204905104716115,9.13369021947236,48.083508842026255,33.35306195733909
1.4,5.501563638160101,37.29891412448487,2.4318226759209947,-1.5559066453293713,1.0537991006303267,9.125494055171057,54.7997408112421,31.83005182129927
1.44,7.501650922750056,37.20376203418781,2.2709387475628233,-1.4779450348122731,1.1493431560640552,9.13475726133164,35.15892746945365,32.95944950526959
1.48,8.314277835716393,36.20041065152825,2.4337864000819307,-1.325287646847563,1.2083415233732602,9.252238444059218,10.842762623787294,32.083630315279706
1.52,8.36907193265304,35.19609000882281,2.114683970457113,-1.22174501735668,1.2393873627678103,9.310459103000921,2.1548781154391294,34.518247244702614
1.56,8.486668084951523,35.65366297861312,2.657058811290417,-1.2263623945697462,1.1785601013977764,9.367603267176728,2.584549861376728,33.74983309588199
1.6,8.575835921563177,36.3448205887374,3.3232208656479445,-1.1813499683048478,1.1009608908046271,9.423316291206062,4.266585472637918,35.60667938789126
1.64,8.827994922762556,34.873675184665984,3.154502498588495,-1.0660330766469714,1.0296282993254846,9.459212284139435,12.338323905398108,32.29864504446546
1.68,9.562901833995026,35.959424760810435,2.983041634955906,-0.8318941031183216,1.0028936493270222,9.566272232711942,0.9672068621488172,32.23608649453293
1.72,8.905371471734462,37.203854846099844,2.4943643598074337,-0.5880922572293508,1.0361806260895505,9.788708202128634,-13.251906862580798,33.76717292445284
1.76,8.502749284988562,36.160191629631534,3.035986763695317,-0.36280149782926285,1.040704511559576,10.010935550205033,9.014167286835173,35.20409239076017
1.8,9.626504854681276,36.01009659500947,2.2140093547779216,-0.17843287991015866,1.004102202029526,10.157018768174689,12.980804407328849,33.897941455916836
1.84,9.54121363757487,35.97442414216215,1.5792753349994495,-0.019868024754587526,0.8889462526002696,10.262651235263093,15.65580514796061,33.15012163502234
1.88,10.878969266518125,37.19409665732199,2.956339686047733,0.18161811606531866,0.8657576973149956,10.321833175560188,23.635261638871707,31.095908770253608
1.92,11.432034568684607,36.99561919526688,2.6956539425780153,0.20967927873776074,0.8757877337180595,10.324526850962535,-2.207185390003885,33.10721906240347
1.96,10.702394435317814,37.76951768548375,1.8782546538683562,0.26849757693198073,0.9696066376868423,10.298140511987548,-14.168599307215235,34.088897616935
2.0,10.298546624107388,45.50959506836881,1.5298507227103313,0.4702477051984192,0.8544221677623824,10.383418970810585,3.943613375680677,35.412321558228804
2.04,11.017883505372268,43.140040755597596,2.4127011149279243,0.6080659393062873,0.5896414989762107,10.465716681675948,5.210678578659822,31.707212822834848
2.08,10.715400910400174,40.49735600158295,3.2300398214306494,0.7177718020169448,0.4859488276614521,10.423609456416262,-25.40517417256942,34.64382777633083
2.12,8.985469571566714,43.65273432129324,2.9115613101096613,0.7737096076221293,0.3791593681189107,10.377141354780791,-52.69989451676697,34.43014391992809
2.16,6.4994093490588165,42.405404144647136,1.793970640919916,0.8666401834086254,0.4463574059556801,10.376075613189421,-46.22738886461295,37.17469051060281
2.2,5.287278462397678,41.65630258742743,1.7997793556554065,0.8619478001413287,0.23168058586647078,10.364732053290558,-34.61390911509115,35.73390215203925
2.24,3.730296619851525,43.021051281417854,1.8753686243044072,0.6571346472115909,0.053822896271202646,10.333626134169393,-68.6782287102262,31.749791875234536
2.28,-0.20697983442041723,43.022798822688934,2.3705007431883387,0.7407459951212019,0.13703035512672043,10.334450584990371,-103.98927196550018,33.26831618123466
2.32,-4.588845137388491,42.21807618753075,3.004066191847399,0.9136115520431984,0.020870653402401587,10.368888723530834,-158.80632508404037,33.82132806942275
2.36,-12.911485841143646,44.442974225472085,2.6789477469605703,0.8696633195137221,-0.11692328974272458,10.33079133089781,-137.7863910522046,33.1757706821548
2.4,-15.61175642156486,46.89493883233516,2.325407589829554,0.7649751668618492,-0.15245874690569944,10.263142277019911,-57.876649297336535,33.47131463337782
2.44,-17.54161778493057,48.686278772361604,2.7324054695239033,0.8130565533105536,-0.0325734984514365,10.17340937666442,-84.18205715723741,32.19938507755867
2.48,-22.346320994143852,50.39736560570866,3.1025711678170653,0.692579133056549,-0.08178279576504424,10.076837644725757,-116.51422020942688,33.648171670395655
2.52,-26.86275540168472,51.488962053664245,2.0622139616005817,0.9089550849910333,-0.24790742059545234,10.08573330598068,-98.12920062470809,33.07350860986624
2.56,-30.1966570441205,52.267698715156,2.037757688628444,0.9074728785541482,-0.36170023216063396,10.101643318110286,-63.45386122254868,33.990834747293974
2.6,-31.939064299488614,54.07182892406422,1.8635717181870743,0.7924585474505814,-0.31295629754503773,10.035877483053676,-53.3863461533322,33.69258168215666
2.64,-34.467564736387075,55.87371932698471,1.6088401377527892,0.8670216382149155,-0.28143974939163197,9.963182879353706,-61.62440029159901,34.755665905378436
